,id,number_of_seasons,number_of_episodes,vote_count,vote_average,popularity,episode_run_time
38349,132659,1,5,0,0.0,1.831,0
38350,138667,1,1,0,0.0,0.6,22
38351,138668,2,2,0,0.0,0.6,20
38352,65716,1,9,0,0.0,0.6,60
38353,69335,1,11,0,0.0,0.6,0
38354,219879,1,6,0,0.0,0.6,0
38355,235851,1,4,0,0.0,3.703,0
38356,212486,1,26,0,0.0,0.6,0
38357,88354,1,1,0,0.0,0.6,0
38358,212499,1,8,0,0.0,1.473,0
38359,212490,1,16,0,0.0,2.178,0
38360,95816,1,7,0,0.0,0.852,0
38361,231412,1,6,0,0.0,1.255,0
38362,201333,1,2,0,0.0,0.6,0
38363,219845,1,8,0,0.0,0.6,0
38364,152246,1,1,0,0.0,1.786,34
38365,88203,1,8,0,0.0,1.109,0
38366,235855,1,4,0,0.0,7.006,0
38367,212489,1,33,0,0.0,1.4,0
38368,214842,1,1,0,0.0,0.6,0
38369,64695,2,12,0,0.0,2.013,48
38370,69338,1,3,0,0.0,0.921,46
38371,125008,1,6,0,0.0,0.861,0
38372,107710,1,43,0,0.0,0.6,0
38373,95804,1,1,0,0.0,0.6,0
38374,211583,1,1,0,0.0,1.097,0
38375,201303,2,10,0,0.0,0.6,0
38376,211558,1,10,0,0.0,0.626,35
38377,118538,1,7,0,0.0,0.84,42
38378,118537,2,5,0,0.0,0.611,0
38379,212451,1,1,0,0.0,0.6,0
38380,219866,1,18,0,0.0,2.446,0
38381,101250,1,10,0,0.0,0.976,0
38382,219148,1,6,0,0.0,1.266,43
38383,112061,1,4,0,0.0,0.6,60
38384,197372,1,8,0,0.0,0.6,0
38385,225372,1,1,0,0.0,0.6,0
38386,201095,1,1,0,0.0,0.6,0
38387,223441,1,12,0,0.0,0.6,0
38388,223442,1,1,0,0.0,0.6,0
38389,201091,1,9,0,0.0,2.293,14
38390,98871,1,5,0,0.0,1.14,0
38391,98873,1,6,0,0.0,1.247,14
38392,219862,1,1,0,0.0,1.176,0
38393,152273,1,27,0,0.0,1.776,45
38394,169577,1,1,0,0.0,0.6,0
38395,139194,1,7,0,0.0,0.6,45
38396,107715,1,34,0,0.0,4.015,0
38397,195383,1,12,0,0.0,0.6,0
38398,169574,5,64,0,0.0,0.915,0
38399,228286,2,39,0,0.0,0.6,0
38400,88372,1,6,0,0.0,1.212,0
38401,219111,1,10,0,0.0,1.432,0
38402,223407,1,49,0,0.0,0.6,0
38403,107707,4,4,0,0.0,0.6,11
38404,112898,2,25,0,0.0,1.4,13
38405,98862,1,5,0,0.0,0.6,26
38406,132619,1,6,0,0.0,0.614,0
38407,88364,1,5,0,0.0,0.6,0
38408,219112,1,1,0,0.0,0.6,0
38409,201058,1,98,0,0.0,3.842,0
38410,228416,1,1,0,0.0,0.6,25
38411,212484,1,25,0,0.0,0.6,0
38412,90683,1,1,0,0.0,0.6,0
38413,107702,3,6,0,0.0,1.925,25
38414,95829,1,1,0,0.0,0.6,0
38415,111733,1,6,0,0.0,0.658,0
38416,98870,1,5,0,0.0,0.6,0
38417,94950,1,8,0,0.0,0.6,0
38418,127076,1,33,0,0.0,0.6,0
38419,87351,1,50,0,0.0,0.856,38
38420,228413,1,30,0,0.0,7.592,0
38421,127090,1,42,0,0.0,1.849,45
38422,100218,1,1,0,0.0,0.6,0
38423,196659,1,16,0,0.0,0.6,0
38424,196693,1,12,0,0.0,0.6,0
38425,232673,1,1,0,0.0,0.6,0
38426,135952,1,7,0,0.0,0.6,42
38427,233711,1,12,0,0.0,0.798,42
38428,215161,2,10,0,0.0,0.6,0
38429,106503,1,6,0,0.0,0.6,0
38430,127427,1,1,0,0.0,0.6,0
38431,211515,1,1,0,0.0,0.6,0
38432,223619,1,6,0,0.0,1.109,0
38433,122915,1,1,0,0.0,0.6,0
38434,85934,1,2,0,0.0,0.857,45
38435,225446,1,26,0,0.0,0.6,0
38436,225445,1,1,0,0.0,0.6,0
38437,112861,1,8,0,0.0,0.831,25
38438,96694,1,4,0,0.0,1.057,0
38439,127096,1,48,0,0.0,0.6,0
38440,213041,1,1,0,0.0,0.6,0
38441,213056,3,19,0,0.0,0.6,0
38442,94781,1,25,0,0.0,6.295,25
38443,107832,1,9,0,0.0,1.765,41
38444,223472,1,3,0,0.0,0.6,0
38445,223479,1,12,0,0.0,1.4,0
38446,132021,1,1,0,0.0,0.678,0
38447,132039,1,3,0,0.0,0.6,12
38448,96638,1,4,0,0.0,0.6,0
38449,77687,1,1,0,0.0,0.6,0
38450,107846,2,8,0,0.0,0.869,54
38451,96630,1,8,0,0.0,0.898,25
38452,131400,1,6,0,0.0,2.024,0
38453,223664,1,5,0,0.0,0.6,40
38454,100203,1,8,0,0.0,0.619,30
38455,94949,1,14,0,0.0,0.6,0
38456,94948,2,26,0,0.0,0.892,0
38457,96631,1,8,0,0.0,0.603,30
38458,223488,1,3,0,0.0,0.6,52
38459,233747,1,1,0,0.0,0.6,0
38460,135948,1,1,0,0.0,0.6,0
38461,196680,1,4,0,0.0,0.6,16
38462,215162,1,3,0,0.0,0.6,0
38463,228985,1,6,0,0.0,0.6,0
38464,235345,1,4,0,0.0,29.982,0
38465,112863,2,16,0,0.0,0.815,44
38466,132044,2,2,0,0.0,0.6,20
38467,225444,2,9,0,0.0,1.4,0
38468,83335,4,91,0,0.0,16.064,24
38469,107679,1,12,0,0.0,0.6,0
38470,94928,1,39,0,0.0,2.684,45
38471,130183,1,5,0,0.0,0.6,45
38472,119238,1,1,0,0.0,0.6,0
38473,113595,1,6,0,0.0,0.74,0
38474,66552,1,3,0,0.0,1.352,30
38475,88374,1,8,0,0.0,1.973,10
38476,226316,1,2,0,0.0,0.6,0
38477,233720,1,9,0,0.0,9.202,0
38478,196673,1,1,0,0.0,0.6,0
38479,85906,2,26,0,0.0,1.551,60
38480,113604,1,10,0,0.0,1.326,0
38481,225442,1,1,0,0.0,1.323,0
38482,196642,1,30,0,0.0,1.109,0
38483,127095,1,32,0,0.0,2.534,0
38484,87383,1,2,0,0.0,0.6,45
38485,85902,1,10,0,0.0,0.6,30
38486,235896,1,2,0,0.0,5.56,0
38487,196644,1,1,0,0.0,1.385,0
38488,196695,1,46,0,0.0,24.184,0
38489,96691,1,1,0,0.0,0.853,0
38490,225424,1,1,0,0.0,0.6,0
38491,223463,1,4,0,0.0,0.6,0
38492,155451,1,1,0,0.0,0.601,0
38493,122914,1,2,0,0.0,0.6,0
38494,221068,1,1,0,0.0,0.663,0
38495,223688,1,1,0,0.0,0.6,36
38496,96632,1,10,0,0.0,0.957,30
38497,233723,1,16,0,0.0,0.627,40
38498,135990,1,34,0,0.0,0.6,0
38499,196655,1,13,0,0.0,0.6,0
38500,135997,1,36,0,0.0,0.837,45
38501,135999,1,31,0,0.0,1.869,0
38502,223685,1,69,0,0.0,13.832,0
38503,196638,2,52,0,0.0,4.901,5
38504,135988,1,32,0,0.0,0.849,45
38505,233748,1,1,0,0.0,2.121,0
38506,211526,1,4,0,0.0,2.264,50
38507,135970,1,10,0,0.0,0.6,0
38508,232192,1,1,0,0.0,0.6,0
38509,214890,3,11,0,0.0,0.6,0
38510,72938,1,9,0,0.0,0.6,0
38511,127402,2,20,0,0.0,2.538,22
38512,197305,2,9,0,0.0,1.849,0
38513,135985,1,30,0,0.0,0.847,0
38514,233739,1,10,0,0.0,23.775,0
38515,233738,2,14,0,0.0,1.4,0
38516,135944,1,1,0,0.0,0.698,60
38517,135943,1,2,0,0.0,0.974,14
38518,96679,1,2,0,0.0,2.276,0
38519,223475,1,7,0,0.0,1.242,0
38520,112862,1,6,0,0.0,0.6,44
38521,127033,1,2,0,0.0,0.61,0
38522,127032,1,30,0,0.0,0.827,45
38523,135946,1,1,0,0.0,0.6,0
38524,196684,1,40,0,0.0,0.6,0
38525,223690,1,8,0,0.0,1.935,0
38526,223661,3,44,0,0.0,3.028,0
38527,235879,2,1,0,0.0,1.143,0
38528,204274,1,36,0,0.0,1.489,5
38529,215200,1,1,0,0.0,0.6,0
38530,233733,1,4,0,0.0,20.56,0
38531,155708,1,1,0,0.0,0.615,0
38532,126258,1,6,0,0.0,0.942,0
38533,118544,1,2,0,0.0,0.935,67
38534,225334,1,6,0,0.0,0.6,55
38535,225370,1,8,0,0.0,0.939,0
38536,211511,1,6,0,0.0,0.6,52
38537,232657,1,3,0,0.0,0.623,0
38538,63972,1,4,0,0.0,0.6,60
38539,100278,1,13,0,0.0,0.974,0
38540,225410,1,3,0,0.0,0.6,0
38541,215178,3,39,0,0.0,1.355,0
38542,119234,1,2,0,0.0,1.302,0
38543,228490,1,27,0,0.0,0.6,0
38544,113659,7,46,0,0.0,1.547,45
38545,132006,1,10,0,0.0,1.125,0
38546,63939,1,3,0,0.0,0.6,45
38547,100221,1,38,0,0.0,1.215,0
38548,223626,1,3,0,0.0,0.6,0
38549,233728,4,54,0,0.0,0.6,0
38550,228408,1,1,0,0.0,0.6,0
38551,225333,1,3,0,0.0,0.6,0
38552,118510,1,3,0,0.0,0.6,0
38553,211561,1,99,0,0.0,8.381,0
38554,211507,1,11,0,0.0,1.155,80
38555,211581,1,1,0,0.0,0.6,0
38556,211519,1,1,0,0.0,0.6,0
38557,211517,1,1,0,0.0,0.6,0
38558,211574,1,5,0,0.0,0.6,0
38559,130583,2,6,0,0.0,2.173,6
38560,225346,1,1,0,0.0,1.132,0
38561,213243,1,6,0,0.0,0.6,0
38562,233730,1,10,0,0.0,0.6,0
38563,211504,1,1,0,0.0,0.6,0
38564,228454,1,15,0,0.0,25.745,0
38565,215189,1,1,0,0.0,0.6,0
38566,232661,1,3,0,0.0,1.097,0
38567,233719,1,1,0,0.0,0.6,0
38568,107618,3,18,0,0.0,0.759,0
38569,212449,1,1,0,0.0,0.6,0
38570,42494,1,14,0,0.0,3.09,0
38571,135972,1,10,0,0.0,0.6,0
38572,135949,1,4,0,0.0,1.345,0
38573,118530,1,1,0,0.0,0.6,0
38574,126257,1,10,0,0.0,1.042,30
38575,211560,1,52,0,0.0,0.6,1
38576,130539,1,6,0,0.0,0.67,0
38577,235817,1,4,0,0.0,4.148,0
38578,122937,1,5,0,0.0,1.447,0
38579,96696,1,1,0,0.0,0.6,0
38580,130402,1,8,0,0.0,0.608,0
38581,87380,1,1,0,0.0,0.85,0
38582,113591,1,5,0,0.0,0.84,0
38583,235363,1,1,0,0.0,0.6,0
38584,130480,1,3,0,0.0,0.6,0
38585,223622,1,12,0,0.0,2.316,0
38586,228470,1,1,0,0.0,0.6,0
38587,101108,2,20,0,0.0,0.6,0
38588,119250,1,74,0,0.0,1.4,25
38589,72939,1,9,0,0.0,0.6,0
38590,225411,1,13,0,0.0,0.6,0
38591,100237,1,3,0,0.0,0.854,45
38592,119263,3,13,0,0.0,2.338,8
38593,223474,1,1,0,0.0,0.6,0
38594,235846,1,1,0,0.0,0.6,0
38595,127092,1,32,0,0.0,0.6,0
38596,113593,2,12,0,0.0,2.09,27
38597,94793,1,18,0,0.0,0.6,0
38598,235337,1,1,0,0.0,0.6,0
38599,228960,1,4,0,0.0,0.6,0
38600,228904,1,1,0,0.0,0.6,0
38601,228903,1,1,0,0.0,0.6,0
38602,235336,1,1,0,0.0,0.6,0
38603,155403,1,30,0,0.0,4.292,45
38604,228989,1,20,0,0.0,2.922,0
38605,100208,1,10,0,0.0,0.84,0
38606,107683,1,38,0,0.0,0.6,0
38607,84966,1,2,0,0.0,0.6,0
38608,216297,1,2,0,0.0,0.934,28
38609,235891,1,2,0,0.0,1.797,0
38610,130179,1,1,0,0.0,0.6,0
38611,235816,1,2,0,0.0,8.618,0
38612,122985,1,32,0,0.0,4.414,42
38613,84991,1,36,0,0.0,2.316,0
38614,195373,1,10,0,0.0,0.84,113
38615,100239,1,20,0,0.0,4.027,45
38616,221096,1,1,0,0.0,0.6,0
38617,125082,1,8,0,0.0,2.2,20
38618,88299,1,10,0,0.0,1.358,23
38619,107887,1,5,0,0.0,0.664,4
38620,234218,1,20,0,0.0,7.767,42
38621,68942,1,1,0,0.0,0.6,30
38622,130192,1,4,0,0.0,0.762,10
38623,83338,1,3,0,0.0,0.848,60
38624,119202,1,30,0,0.0,0.897,0
38625,234292,1,1,0,0.0,0.6,0
38626,233024,1,7,0,0.0,1.968,0
38627,120391,1,6,0,0.0,0.816,0
38628,233375,1,1,0,0.0,4.871,0
38629,233333,1,2,0,0.0,1.33,30
38630,229631,4,92,0,0.0,0.6,0
38631,82334,1,2,0,0.0,0.654,0
38632,213071,1,1,0,0.0,0.704,0
38633,234235,1,6,0,0.0,8.211,22
38634,225413,1,1,0,0.0,0.6,0
38635,228962,1,44,0,0.0,1.4,0
38636,100293,1,1,0,0.0,0.6,0
38637,235845,1,1,0,0.0,0.6,0
38638,235842,1,1,0,0.0,3.737,0
38639,235840,1,3,0,0.0,4.338,0
38640,213043,1,10,0,0.0,1.4,0
38641,223473,1,1,0,0.0,0.6,0
38642,228969,1,12,0,0.0,3.272,0
38643,232169,1,100,0,0.0,0.6,0
38644,63941,1,12,0,0.0,0.6,0
38645,130182,1,7,0,0.0,0.6,0
38646,235844,1,1,0,0.0,0.6,60
38647,228458,1,10,0,0.0,0.6,0
38648,228457,1,1,0,0.0,0.6,25
38649,228473,1,37,0,0.0,7.957,0
38650,232110,1,5,0,0.0,0.6,0
38651,72912,1,6,0,0.0,0.6,0
38652,72909,1,8,0,0.0,1.151,30
38653,221089,1,2,0,0.0,1.777,0
38654,132007,1,40,0,0.0,0.6,0
38655,130479,1,13,0,0.0,0.6,0
38656,77666,1,2,0,0.0,0.6,0
38657,228472,1,1,0,0.0,0.6,0
38658,232108,1,1,0,0.0,1.4,240
38659,130473,1,24,0,0.0,0.6,0
38660,96618,1,1,0,0.0,0.6,0
38661,82339,1,8,0,0.0,0.6,0
38662,100261,1,1,0,0.0,0.6,0
38663,228955,1,17,0,0.0,0.6,0
38664,228974,1,3,0,0.0,0.6,0
38665,83337,1,13,0,0.0,0.6,0
38666,155418,1,2,0,0.0,0.6,0
38667,221057,3,32,0,0.0,1.559,5
38668,221092,1,1,0,0.0,0.6,0
38669,83361,3,39,0,0.0,0.901,0
38670,228461,1,1,0,0.0,0.6,0
38671,216254,1,6,0,0.0,0.6,0
38672,155480,2,8,0,0.0,0.6,45
38673,216294,1,15,0,0.0,0.631,0
38674,122972,1,10,0,0.0,0.862,25
38675,107891,1,4,0,0.0,1.567,46
38676,84998,1,52,0,0.0,1.646,0
38677,107833,1,1,0,0.0,0.6,0
38678,87349,1,1,0,0.0,0.6,52
38679,221093,1,7,0,0.0,0.6,0
38680,119217,1,1,0,0.0,0.6,0
38681,119219,1,6,0,0.0,0.6,0
38682,101139,2,63,0,0.0,4.527,22
38683,228497,1,13,0,0.0,12.478,0
38684,228495,1,8,0,0.0,2.209,0
38685,228491,1,6,0,0.0,0.877,40
38686,225408,2,10,0,0.0,0.6,0
38687,119270,1,7,0,0.0,1.642,10
38688,119265,1,4,0,0.0,1.4,28
38689,77679,1,1,0,0.0,0.6,0
38690,130483,2,18,0,0.0,0.6,0
38691,228493,1,1,0,0.0,0.6,0
38692,225407,1,10,0,0.0,2.656,18
38693,101113,1,1,0,0.0,0.6,0
38694,225404,1,1,0,0.0,0.6,25
38695,101110,1,8,0,0.0,0.675,104
38696,74631,1,12,0,0.0,0.6,0
38697,219118,1,5,0,0.0,0.6,0
38698,119223,1,4,0,0.0,0.6,0
38699,72923,1,10,0,0.0,1.4,45
38700,87350,1,1,0,0.0,0.6,25
38701,119233,1,52,0,0.0,0.6,11
38702,213074,3,3,0,0.0,0.6,45
38703,197574,1,1,0,0.0,0.6,0
38704,119224,1,6,0,0.0,0.6,21
38705,213099,1,2,0,0.0,1.287,0
38706,122971,1,3,0,0.0,0.6,0
38707,72985,3,10,0,0.0,0.6,0
38708,72982,1,6,0,0.0,0.6,0
38709,119281,1,5,0,0.0,0.6,45
38710,94944,1,16,0,0.0,1.145,0
38711,228419,1,6,0,0.0,0.863,0
38712,77681,1,3,0,0.0,0.6,50
38713,113651,1,10,0,0.0,0.6,45
38714,119275,1,10,0,0.0,0.604,34
38715,119273,1,38,0,0.0,0.875,40
38716,77659,1,8,0,0.0,0.6,26
38717,228908,1,2,0,0.0,0.6,50
38718,232166,1,8,0,0.0,1.003,0
38719,113590,1,4,0,0.0,0.6,0
38720,155407,1,1,0,0.0,0.6,0
38721,155412,1,6,0,0.0,1.247,0
38722,235343,1,1,0,0.0,0.6,0
38723,130143,1,4,0,0.0,0.939,44
38724,72988,1,1,0,0.0,1.097,0
38725,107834,1,13,0,0.0,1.309,52
38726,72955,2,51,0,0.0,19.727,10
38727,219841,1,70,0,0.0,2.223,0
38728,228961,1,6,0,0.0,1.338,0
38729,66537,1,1,0,0.0,0.6,0
38730,82329,2,11,0,0.0,0.657,82
38731,113568,1,7,0,0.0,0.6,60
38732,130196,1,4,0,0.0,0.6,0
38733,66544,1,3,0,0.0,0.6,0
38734,94785,7,89,0,0.0,2.361,0
38735,130120,2,28,0,0.0,0.603,0
38736,235801,1,2,0,0.0,0.6,0
38737,213066,1,1,0,0.0,0.6,0
38738,130198,1,6,0,0.0,2.936,43
38739,83355,1,4,0,0.0,0.6,0
38740,82332,1,0,0,0.0,0.6,0
38741,225401,2,4,0,0.0,0.6,0
38742,130199,1,15,0,0.0,1.293,0
38743,55371,1,52,0,0.0,1.058,0
38744,232348,1,8,0,0.0,3.767,0
38745,125285,1,1,0,0.0,0.642,5
38746,125284,1,6,0,0.0,1.398,45
38747,224355,1,10,0,0.0,0.6,0
38748,201555,2,49,0,0.0,0.605,22
38749,231535,2,13,0,0.0,0.929,0
38750,114654,1,8,0,0.0,1.4,55
38751,222686,1,25,0,0.0,0.6,0
38752,218244,1,17,0,0.0,0.6,0
38753,232365,1,1,0,0.0,0.6,0
38754,232364,1,1,0,0.0,0.706,0
38755,114662,2,10,0,0.0,0.609,0
38756,195564,1,1,0,0.0,0.6,45
38757,106693,1,3,0,0.0,0.6,0
38758,218246,1,9,0,0.0,0.6,0
38759,136200,1,6,0,0.0,0.6,10
38760,66059,1,4,0,0.0,1.345,0
38761,214604,1,21,0,0.0,1.013,150
38762,214569,1,6,0,0.0,0.6,20
38763,232400,1,50,0,0.0,1.27,0
38764,125208,2,16,0,0.0,0.6,15
38765,220761,2,26,0,0.0,0.6,0
38766,122081,2,155,0,0.0,73.072,25
38767,125256,1,8,0,0.0,0.6,0
38768,125203,1,21,0,0.0,2.204,11
38769,122061,1,10,0,0.0,1.311,30
38770,125298,1,7,0,0.0,0.6,55
38771,83547,1,3,0,0.0,0.6,0
38772,114633,1,3,0,0.0,0.611,0
38773,114698,1,1,0,0.0,0.6,0
38774,214605,1,24,0,0.0,1.994,45
38775,214511,1,1,0,0.0,1.091,0
38776,214510,1,1,0,0.0,0.6,0
38777,214508,1,1,0,0.0,0.6,0
38778,224380,1,8,0,0.0,0.6,0
38779,210155,1,7,0,0.0,0.6,0
38780,224374,1,10,0,0.0,0.99,45
38781,93839,1,30,0,0.0,2.716,50
38782,224360,1,1,0,0.0,0.6,0
38783,222622,1,13,0,0.0,0.696,0
38784,201557,1,4,0,0.0,0.6,0
38785,201568,1,5,0,0.0,0.6,0
38786,81330,1,0,0,0.0,0.6,0
38787,226859,3,24,0,0.0,0.6,0
38788,235917,1,1,0,0.0,1.059,0
38789,210538,1,7,0,0.0,0.6,0
38790,235921,1,10,0,0.0,4.375,0
38791,77888,1,7,0,0.0,0.6,0
38792,235919,1,1,0,0.0,0.784,0
38793,136150,1,1,0,0.0,0.6,0
38794,231567,1,7,0,0.0,0.6,0
38795,210151,1,6,0,0.0,0.6,0
38796,156353,1,2,0,0.0,0.6,0
38797,195574,1,30,0,0.0,0.665,0
38798,88528,1,2,0,0.0,0.6,22
38799,114643,3,3,0,0.0,2.248,114
38800,201588,1,5,0,0.0,0.6,0
38801,122892,1,61,0,0.0,0.622,2
38802,220778,1,1,0,0.0,0.882,0
38803,220776,1,3,0,0.0,0.6,0
38804,232346,1,1,0,0.0,0.713,10
38805,114223,1,2,0,0.0,0.6,50
38806,115191,1,10,0,0.0,1.069,30
38807,86747,5,18,0,0.0,1.52,0
38808,114209,1,1,0,0.0,0.6,0
38809,114222,1,1,0,0.0,0.6,45
38810,114281,1,6,0,0.0,0.6,0
38811,125520,3,62,0,0.0,0.6,10
38812,83585,1,1,0,0.0,0.775,0
38813,214607,1,4,0,0.0,1.269,0
38814,203938,1,9,0,0.0,1.108,0
38815,125217,2,6,0,0.0,0.6,0
38816,213523,3,9,0,0.0,0.6,0
38817,125220,1,2,0,0.0,1.923,0
38818,104813,1,13,0,0.0,0.899,48
38819,81316,1,4,0,0.0,0.6,0
38820,122035,1,4,0,0.0,1.4,15
38821,218206,1,2,0,0.0,0.6,30
38822,214506,1,1,0,0.0,0.6,0
38823,81307,1,44,0,0.0,3.106,45
38824,213503,1,1,0,0.0,0.6,0
38825,136399,1,10,0,0.0,0.6,60
38826,235968,1,1,0,0.0,0.6,0
38827,125364,1,33,0,0.0,28.244,0
38828,201562,5,27,0,0.0,0.6,27
38829,125293,1,6,0,0.0,1.52,62
38830,69448,1,1,0,0.0,0.6,0
38831,69447,1,14,0,0.0,1.698,90
38832,125291,1,4,0,0.0,0.6,46
38833,125514,2,47,0,0.0,0.6,8
38834,104814,1,10,0,0.0,0.665,47
38835,232332,1,4,0,0.0,1.415,0
38836,232331,1,6,0,0.0,1.257,45
38837,69429,1,10,0,0.0,0.6,0
38838,114646,1,2,0,0.0,0.6,0
38839,69454,1,17,0,0.0,2.957,0
38840,201553,1,7,0,0.0,0.63,0
38841,203137,2,1,0,0.0,0.6,0
38842,203135,1,8,0,0.0,0.6,0
38843,235985,1,3,0,0.0,7.475,0
38844,203132,1,1,0,0.0,0.853,0
38845,203131,1,1,0,0.0,0.6,0
38846,203151,1,1,0,0.0,0.6,23
38847,107127,1,32,0,0.0,0.6,0
38848,125250,1,20,0,0.0,1.96,46
38849,203930,1,52,0,0.0,0.665,0
38850,203945,1,1,0,0.0,0.6,0
38851,213751,1,3,0,0.0,1.653,8
38852,104826,3,38,0,0.0,1.602,24
38853,214031,1,1,0,0.0,0.0,22
38854,104822,1,13,0,0.0,0.6,24
38855,125294,1,1,0,0.0,0.674,7
38856,86736,1,8,0,0.0,1.977,70
38857,202708,2,25,0,0.0,0.6,0
38858,203951,1,1,0,0.0,0.6,0
38859,203947,1,1,0,0.0,2.146,0
38860,203946,1,1,0,0.0,1.615,0
38861,158286,1,6,0,0.0,1.378,15
38862,104839,1,1,0,0.0,0.6,0
38863,124912,4,26,0,0.0,2.341,0
38864,201180,1,2,0,0.0,0.6,0
38865,84182,1,0,0,0.0,0.6,0
38866,84190,1,0,0,0.0,0.6,0
38867,84186,1,0,0,0.0,0.6,0
38868,218218,1,1,0,0.0,0.6,0
38869,114263,1,11,0,0.0,0.808,0
38870,84191,1,0,0,0.0,0.6,0
38871,62138,2,24,0,0.0,0.984,21
38872,125748,1,3,0,0.0,0.6,0
38873,125254,1,20,0,0.0,0.6,46
38874,84120,1,13,0,0.0,0.901,45
38875,222602,1,8,0,0.0,0.6,0
38876,214015,1,1,0,0.0,0.6,17
38877,83505,2,18,0,0.0,1.69,24
38878,114235,1,8,0,0.0,0.6,44
38879,114233,1,1,0,0.0,0.6,0
38880,158285,1,6,0,0.0,1.4,42
38881,222605,1,4,0,0.0,0.976,70
38882,214016,1,1,0,0.0,0.861,32
38883,222617,1,2,0,0.0,0.691,0
38884,29785,4,27,0,0.0,0.6,0
38885,83566,1,25,0,0.0,0.6,0
38886,158284,2,61,0,0.0,4.003,0
38887,125787,1,7,0,0.0,0.6,0
38888,114288,3,32,0,0.0,2.375,60
38889,125222,1,3,0,0.0,0.6,0
38890,81328,1,3,0,0.0,0.859,54
38891,107187,1,6,0,0.0,2.635,0
38892,81390,1,0,0,0.0,0.6,0
38893,95497,1,10,0,0.0,1.651,25
38894,125657,1,1,0,0.0,0.6,0
38895,226813,1,2,0,0.0,0.6,0
38896,232300,1,6,0,0.0,0.615,0
38897,121479,1,10,0,0.0,0.6,0
38898,226824,1,8,0,0.0,3.06,50
38899,96779,1,6,0,0.0,0.662,28
38900,232245,1,6,0,0.0,1.256,0
38901,226003,1,4,0,0.0,0.6,49
38902,86746,1,1,0,0.0,0.84,0
38903,95424,1,5,0,0.0,1.148,0
38904,237826,1,20,0,0.0,40.502,0
38905,237842,3,54,0,0.0,1.372,0
38906,86765,1,5,0,0.0,0.6,0
38907,129316,1,1,0,0.0,1.287,193
38908,125387,1,13,0,0.0,0.758,6
38909,213560,1,27,0,0.0,0.883,0
38910,235909,1,1,0,0.0,0.84,0
38911,226834,1,6,0,0.0,1.4,60
38912,201200,1,21,0,0.0,0.6,20
38913,211243,1,5,0,0.0,1.597,25
38914,211237,1,9,0,0.0,0.6,0
38915,213598,1,4,0,0.0,0.6,0
38916,86761,1,1,0,0.0,1.359,0
38917,213552,1,4,0,0.0,0.644,0
38918,95496,1,20,0,0.0,6.926,50
38919,129319,1,1,0,0.0,0.648,0
38920,156300,1,3,0,0.0,1.023,44
38921,125700,1,1,0,0.0,0.615,0
38922,125699,1,2,0,0.0,0.6,0
38923,226879,1,14,0,0.0,1.129,0
38924,40844,1,50,0,0.0,3.842,0
38925,210101,1,1,0,0.0,0.699,60
38926,107173,1,1,0,0.0,0.6,0
38927,226863,1,6,0,0.0,0.6,9
38928,226011,1,1,0,0.0,0.964,46
38929,136133,1,6,0,0.0,0.6,48
38930,226861,1,5,0,0.0,1.264,0
38931,153731,1,20,0,0.0,1.761,42
38932,226838,1,6,0,0.0,0.6,0
38933,77921,1,2,0,0.0,0.84,50
38934,156750,1,1,0,0.0,0.6,0
38935,125226,1,5,0,0.0,0.6,60
38936,117407,1,4,0,0.0,0.6,0
38937,201187,1,49,0,0.0,0.62,0
38938,213597,1,8,0,0.0,1.27,30
38939,213596,1,10,0,0.0,0.6,0
38940,226811,1,4,0,0.0,0.6,0
38941,96712,1,10,0,0.0,0.6,0
38942,220348,1,15,0,0.0,0.6,0
38943,117220,1,4,0,0.0,0.898,30
38944,117218,2,20,0,0.0,0.6,0
38945,91434,1,4,0,0.0,1.4,65
38946,213584,2,29,0,0.0,23.758,0
38947,213600,1,1,0,0.0,0.96,0
38948,220301,1,6,0,0.0,0.739,14
38949,125687,1,14,0,0.0,1.232,0
38950,117408,1,6,0,0.0,0.6,58
38951,213515,1,3,0,0.0,0.647,0
38952,105358,1,1,0,0.0,0.6,0
38953,224075,7,12,0,0.0,0.886,120
38954,203152,1,1,0,0.0,0.84,46
38955,224096,1,1,0,0.0,0.6,0
38956,203190,1,6,0,0.0,0.919,0
38957,81367,1,0,0,0.0,0.6,0
38958,81382,1,0,0,0.0,0.6,0
38959,81397,1,7,0,0.0,1.215,0
38960,222675,1,2,0,0.0,1.176,0
38961,122872,1,1,0,0.0,0.6,0
38962,114679,3,101,0,0.0,1.8,0
38963,220760,1,15,0,0.0,0.6,0
38964,220755,1,21,0,0.0,0.6,20
38965,218239,1,1,0,0.0,0.6,0
38966,220750,1,1,0,0.0,0.6,0
38967,61887,2,10,0,0.0,0.6,0
38968,222672,1,7,0,0.0,0.7,0
38969,220766,1,101,0,0.0,0.616,0
38970,69431,1,5,0,0.0,0.6,40
38971,125698,1,2,0,0.0,3.117,0
38972,71466,1,1,0,0.0,2.303,30
38973,235910,1,1,0,0.0,2.493,0
38974,214505,1,1,0,0.0,0.6,0
38975,114232,1,6,0,0.0,0.6,50
38976,81376,2,14,0,0.0,0.849,120
38977,125503,1,3,0,0.0,1.5,0
38978,224097,1,8,0,0.0,0.986,0
38979,210530,1,1,0,0.0,0.6,0
38980,114292,1,8,0,0.0,0.883,40
38981,214507,1,40,0,0.0,3.304,42
38982,222615,1,1,0,0.0,0.6,0
