,id,number_of_seasons,number_of_episodes,vote_count,vote_average,popularity,episode_run_time
12829,124154,8,291,3,8.0,2.894,0
12830,212536,1,2,3,8.3,0.0,24
12831,113783,1,3,3,8.7,1.067,0
12832,134088,3,104,3,9.3,1.738,135
12833,128308,1,9,3,7.7,4.939,0
12834,128999,1,29,3,4.3,3.889,35
12835,111889,2,12,3,6.0,1.656,45
12836,67480,1,8,3,4.3,0.964,0
12837,114347,2,20,3,5.0,2.849,43
12838,128976,4,51,3,10.0,11.269,0
12839,110346,1,8,3,6.0,1.733,41
12840,123443,1,12,3,5.333,2.192,60
12841,205667,1,6,3,5.7,1.797,258
12842,65975,1,4,3,7.7,1.407,60
12843,213883,1,39,3,6.667,19.989,25
12844,94828,1,10,3,5.3,4.335,43
12845,70691,1,23,3,10.0,3.302,25
12846,220341,1,4,3,7.3,1.396,0
12847,111805,1,1,3,4.3,0.74,23
12848,133873,1,10,3,6.7,4.023,0
12849,62714,1,16,3,6.8,10.927,60
12850,73490,1,95,3,9.333,3.199,0
12851,94274,1,8,3,5.7,0.6,0
12852,205694,1,2,3,4.0,2.446,90
12853,122542,1,10,3,5.0,0.789,0
12854,222320,1,24,3,4.667,1.417,0
12855,87933,1,1,3,7.0,1.575,60
12856,221674,1,12,3,8.0,3.142,50
12857,125429,1,5,3,8.0,5.797,24
12858,199904,1,3,3,5.0,2.549,25
12859,210426,2,20,3,5.7,28.777,9
12860,221675,1,6,3,8.3,1.169,0
12861,90610,1,3,3,6.7,0.937,0
12862,115107,2,123,3,5.7,12.212,0
12863,98806,1,7,3,4.3,1.296,45
12864,133815,1,8,3,8.7,1.4,25
12865,205611,1,9,3,6.7,2.348,50
12866,125491,2,16,3,8.3,2.605,10
12867,133774,4,60,3,8.0,1.254,21
12868,222653,1,5,3,7.3,1.459,49
12869,89010,1,6,3,5.0,2.581,25
12870,131614,1,39,3,7.0,84.86,0
12871,78506,1,6,3,7.7,1.4,60
12872,122551,2,127,3,7.0,59.187,30
12873,89061,3,33,3,8.667,3.996,90
12874,62734,1,11,3,5.5,1.193,50
12875,103643,1,6,3,9.667,2.153,33
12876,83990,2,26,3,8.3,0.6,24
12877,123457,3,26,3,6.7,4.525,44
12878,156751,1,10,3,6.0,2.527,15
12879,64985,1,8,3,8.333,1.041,0
12880,110397,7,82,3,6.0,24.994,30
12881,89066,1,18,3,6.7,2.268,45
12882,64910,1,26,3,4.0,30.003,11
12883,76755,2,60,3,4.0,7.13,150
12884,83723,1,10,3,6.7,4.354,24
12885,212933,1,10,3,6.0,2.505,0
12886,94860,1,6,3,8.3,1.4,0
12887,83905,1,48,3,7.0,3.319,45
12888,224889,1,8,3,9.0,1.469,0
12889,224448,1,1,3,7.3,0.0,0
12890,94838,1,24,3,6.333,2.095,30
12891,83933,5,98,3,4.3,1.653,90
12892,94427,1,10,3,9.3,0.6,0
12893,65128,1,10,3,8.0,2.555,44
12894,94253,2,13,3,7.3,2.215,36
12895,202359,1,6,3,5.0,2.03,44
12896,65178,1,2,3,8.0,6.297,54
12897,106920,1,2,3,5.7,0.0,23
12898,205771,1,8,3,5.0,2.722,35
12899,63754,1,6,3,7.333,2.339,0
12900,125456,2,4,3,6.7,1.4,0
12901,94392,1,12,3,7.7,3.088,27
12902,94900,1,11,3,7.7,0.745,0
12903,113715,2,10,3,10.0,1.96,0
12904,80540,1,297,3,4.3,80.797,20
12905,203659,1,13,3,5.333,1.516,43
12906,194822,1,13,3,8.7,1.68,56
12907,111501,1,10,3,7.0,0.84,50
12908,64993,1,8,3,4.7,1.325,60
12909,124390,1,6,3,7.0,3.023,44
12910,102440,1,30,3,6.3,2.101,40
12911,70836,2,20,3,7.3,0.714,23
12912,67463,1,8,3,3.2,1.236,42
12913,64609,1,12,3,7.0,1.662,40
12914,120073,3,27,3,7.7,8.214,70
12915,220393,1,10,3,7.3,4.56,0
12916,194816,1,10,3,6.0,3.994,60
12917,94401,4,44,3,6.3,2.714,0
12918,83107,1,6,3,5.7,2.31,52
12919,69064,1,17,3,8.0,2.18,90
12920,76828,3,42,3,8.3,1.4,20
12921,89099,1,31,3,10.0,3.416,40
12922,81729,1,8,3,7.3,4.042,50
12923,133765,1,8,3,6.333,4.41,50
12924,216137,1,8,3,5.0,1.996,0
12925,70827,1,10,3,6.7,1.124,50
12926,133839,1,15,3,9.667,0.917,50
12927,72447,1,5,3,1.8,0.6,45
12928,89088,1,30,3,3.667,3.241,37
12929,202972,2,22,3,6.7,2.691,0
12930,120816,1,8,3,8.7,1.311,0
12931,114344,2,25,3,4.3,2.422,23
12932,209814,1,8,3,4.667,1.758,21
12933,158336,1,10,3,5.7,2.409,38
12934,216150,2,17,3,6.0,2.375,0
12935,224815,1,12,3,7.3,2.135,31
12936,92301,3,18,3,7.3,1.909,41
12937,117869,1,4,3,9.333,1.432,52
12938,80509,1,12,3,7.0,4.677,55
12939,158330,2,16,3,4.7,3.693,34
12940,106914,5,41,3,7.7,2.779,45
12941,117855,2,21,3,5.7,3.048,0
12942,111585,1,10,3,7.3,1.062,14
12943,79686,1,12,3,6.3,1.262,22
12944,80566,1,65,3,9.3,4.889,45
12945,133953,1,30,3,6.3,4.173,0
12946,209833,1,20,3,9.3,6.546,37
12947,129062,1,5,3,6.3,2.167,0
12948,139620,1,6,3,5.0,2.041,0
12949,203675,1,2,3,5.3,2.128,23
12950,81766,1,3,3,6.0,0.689,60
12951,154542,2,20,3,4.7,2.258,26
12952,65917,1,50,3,8.0,7.55,45
12953,194817,1,10,3,8.333,3.995,45
12954,131660,2,16,3,8.0,40.716,8
12955,209843,1,8,3,7.0,7.325,24
12956,85414,2,15,3,7.5,2.197,42
12957,79616,1,2,3,5.7,1.325,89
12958,202978,1,24,3,6.3,3.527,45
12959,202960,1,5,3,7.0,2.323,42
12960,209101,1,20,3,8.667,5.813,8
12961,194814,2,16,3,7.3,1.833,0
12962,78682,1,10,3,7.0,4.075,54
12963,228358,1,2,3,8.3,0.0,20
12964,131681,1,13,3,7.0,7.736,24
12965,94462,1,13,3,7.3,5.161,25
12966,65604,1,9,3,5.0,1.96,0
12967,216843,1,22,3,7.333,2.794,25
12968,81715,1,8,3,4.7,1.027,23
12969,79620,1,30,3,8.3,0.74,30
12970,202917,1,10,3,3.7,8.231,50
12971,158354,2,14,3,7.0,1.628,0
12972,65196,1,8,3,2.7,2.136,20
12973,85426,1,1,3,7.7,0.689,25
12974,124245,1,43,3,6.0,40.821,45
12975,205152,1,10,3,4.667,1.647,26
12976,94382,2,59,3,8.3,2.145,45
12977,195636,1,10,3,4.333,4.704,45
12978,139699,1,1,3,6.667,2.834,76
12979,127759,1,2,3,7.0,0.0,16
12980,72334,1,30,3,7.0,1.092,33
12981,201607,1,12,3,8.333,4.007,30
12982,107464,1,16,3,7.5,2.084,15
12983,79690,1,4,3,8.7,1.358,0
12984,115899,1,2,3,6.0,1.886,178
12985,132536,1,9,3,8.7,0.743,0
12986,72469,1,52,3,9.3,1.735,13
12987,201601,1,8,3,5.0,1.4,20
12988,139650,2,38,3,5.7,9.352,0
12989,154518,2,27,3,6.0,2.841,21
12990,108305,1,6,3,6.0,3.311,43
12991,214796,2,136,3,6.333,8.176,0
12992,154095,1,6,3,6.8,1.613,52
12993,103503,2,42,3,4.8,3.234,45
12994,101326,1,2,3,7.3,0.762,88
12995,195661,1,6,3,7.5,3.647,52
12996,65619,2,52,3,7.0,11.809,30
12997,103578,1,60,3,7.0,6.209,45
12998,79668,1,30,3,8.333,1.4,35
12999,75317,1,10,3,7.0,1.063,27
13000,85326,1,4,3,7.2,2.103,55
13001,214719,1,4,3,4.3,1.48,0
13002,103596,1,10,3,7.3,2.272,46
13003,72312,1,77,3,7.7,11.475,45
13004,205151,1,3,3,6.333,2.885,45
13005,116650,1,5,3,4.7,2.551,0
13006,67718,1,10,3,6.0,3.792,57
13007,107448,3,55,3,7.0,1.714,25
13008,107443,1,1,3,7.3,0.6,0
13009,97099,1,3,3,9.3,1.925,58
13010,201630,2,11,3,7.333,2.044,65
13011,84559,1,10,3,6.3,1.002,60
13012,195657,1,7,3,7.3,11.433,45
13013,109376,1,1,3,8.0,0.6,0
13014,108280,4,40,3,9.3,5.077,0
13015,220271,1,4,3,5.3,0.6,0
13016,84563,1,4,3,4.7,2.161,19
13017,115804,1,8,3,7.0,0.6,44
13018,130839,1,12,3,5.0,3.983,70
13019,130857,1,12,3,4.667,3.772,5
13020,99298,2,20,3,6.3,3.77,6
13021,79676,1,30,3,6.0,2.479,39
13022,63856,1,3,3,5.3,3.281,45
13023,214442,1,6,3,7.5,2.16,0
13024,66922,9,98,3,6.7,41.462,23
13025,123301,1,4,3,6.5,2.478,0
13026,223899,1,6,3,4.0,4.41,0
13027,108369,1,52,3,5.0,5.492,45
13028,94309,1,1,3,9.333,0.6,0
13029,65664,3,6,3,6.7,9.241,39
13030,70934,3,22,3,8.3,5.0,55
13031,205118,2,52,3,7.7,5.939,2
13032,132534,2,16,3,5.3,2.412,30
13033,75355,1,11,3,5.3,3.448,60
13034,72492,1,20,3,9.0,3.923,35
13035,154030,1,6,3,4.3,3.036,30
13036,196845,1,6,3,7.667,2.08,23
13037,115815,1,7,3,6.0,1.91,15
13038,129128,1,24,3,6.667,2.313,45
13039,70983,6,182,3,7.3,30.257,12
13040,196108,1,12,3,6.7,2.908,49
13041,214332,1,6,3,6.7,2.733,49
13042,82235,2,78,3,6.3,88.78,22
13043,123336,6,31,3,8.3,2.135,0
13044,91325,2,34,3,7.7,11.768,28
13045,72337,1,30,3,7.3,2.054,28
13046,88469,1,2,3,7.7,0.6,0
13047,82287,3,110,3,2.7,10.633,45
13048,196847,1,10,3,4.7,4.025,50
13049,154054,1,9,3,8.0,1.358,20
13050,126589,1,6,3,6.2,1.571,0
13051,70933,1,30,3,7.3,4.224,0
13052,72318,1,67,3,9.7,11.579,40
13053,107415,3,39,3,7.3,2.331,20
13054,120353,1,6,3,8.7,2.033,0
13055,200787,1,16,3,8.3,6.647,0
13056,67785,4,42,3,6.3,1.069,42
13057,126527,1,14,3,6.3,1.68,11
13058,76474,2,18,3,4.3,0.6,60
13059,107459,1,5,3,6.0,2.246,55
13060,75002,1,1,3,5.7,1.565,32
13061,107405,1,18,3,9.333,3.163,60
13062,82216,3,31,3,8.7,2.107,5
13063,216231,1,5,3,6.0,0.673,0
13064,210705,1,12,3,7.667,24.864,65
13065,136409,1,6,3,5.7,1.115,60
13066,120366,1,6,3,3.7,3.829,0
13067,126544,3,81,3,6.7,8.095,56
13068,63830,2,20,3,6.7,2.97,45
13069,210730,1,3,3,9.7,1.902,0
13070,75308,1,94,3,7.3,16.998,41
13071,76406,2,19,3,10.0,1.471,22
13072,82296,8,1075,3,1.3,80.942,25
13073,227562,1,24,3,6.7,4.126,40
13074,75003,1,1,3,8.7,2.696,33
13075,126597,1,4,3,6.7,2.385,45
13076,75001,5,64,3,9.7,6.15,53
13077,87833,4,38,3,7.3,4.024,20
13078,80653,1,40,3,9.0,5.683,40
13079,82279,3,130,3,7.3,30.561,0
13080,67795,2,26,3,6.7,3.67,60
13081,76452,2,40,3,8.7,1.4,292
13082,120324,5,50,3,9.333,5.867,0
13083,89173,1,3,3,7.3,1.051,0
13084,218363,1,5,3,8.0,4.149,53
13085,89169,1,30,3,6.3,2.812,40
13086,64039,1,8,3,7.7,2.097,90
13087,216766,1,15,3,10.0,8.785,25
13088,76419,1,3,3,8.0,1.306,50
13089,80681,1,13,3,5.0,1.337,71
13090,67777,2,49,3,8.3,2.384,80
13091,78170,1,7,3,8.3,0.954,0
13092,89166,1,29,3,5.333,4.404,30
13093,65612,1,54,3,5.0,3.215,60
13094,109354,1,8,3,8.0,2.271,54
13095,218320,1,30,3,3.3,1.804,45
13096,67316,1,8,3,8.7,1.617,15
13097,216226,2,11,3,8.0,43.442,45
13098,132412,2,12,3,7.3,4.996,52
13099,217446,1,10,3,6.0,7.571,30
13100,99210,1,2,3,6.7,0.949,0
13101,85332,1,1,3,8.0,0.0,17
13102,121038,1,13,3,4.0,1.989,50
13103,196810,1,30,3,8.3,0.6,28
13104,125801,1,5,3,8.7,1.331,100
13105,63842,2,18,3,7.3,1.813,70
13106,205110,1,4,3,6.3,0.963,48
13107,85521,2,104,3,7.3,6.492,11
13108,207829,1,16,3,6.667,7.88,50
13109,67350,5,75,3,10.0,8.871,15
13110,214756,1,24,3,6.0,4.568,0
13111,217462,1,10,3,5.7,9.355,21
13112,85516,5,50,3,9.667,31.093,50
13113,61987,11,96,3,7.333,5.93,0
13114,80686,1,50,3,9.667,4.719,45
13115,80602,1,36,3,5.7,2.796,45
13116,218893,1,1,3,7.7,0.6,0
13117,85508,2,11,3,8.3,2.683,0
13118,72402,1,10,3,6.0,3.398,23
13119,223561,1,6,3,6.8,2.73,112
13120,78175,1,12,3,7.0,1.607,35
13121,80664,1,12,3,5.5,12.986,75
13122,78186,1,12,3,9.7,2.637,0
13123,218807,1,6,3,5.667,1.013,0
13124,99233,1,6,3,5.3,1.879,50
13125,218881,1,13,3,9.0,0.804,0
13126,217431,1,39,3,5.0,4.537,45
13127,87900,1,6,3,3.5,2.562,117
13128,85737,1,30,3,6.0,7.732,42
13129,85769,1,10,3,8.0,3.014,45
13130,85530,2,16,3,7.0,1.004,15
13131,153177,1,24,3,8.3,9.455,38
13132,216584,1,4,3,5.333,1.402,45
13133,89230,3,17,3,4.7,3.086,120
13134,102964,4,53,3,5.3,4.979,0
13135,219136,1,8,3,7.7,4.993,40
13136,158150,1,10,3,8.0,3.588,45
13137,87858,2,52,3,7.0,3.202,24
13138,158196,1,13,3,4.0,4.956,22
13139,112148,2,51,3,8.0,4.479,11
13140,152389,1,12,3,7.0,0.741,45
13141,158131,1,12,3,5.3,4.791,24
13142,102951,1,13,3,6.0,0.738,0
13143,156886,1,6,3,5.0,1.009,0
13144,85584,1,6,3,6.0,1.327,0
13145,68744,1,10,3,8.7,2.005,0
13146,84374,1,10,3,7.2,3.216,40
13147,64221,2,12,3,6.0,1.339,0
13148,88213,4,75,3,8.0,8.364,25
13149,99255,1,24,3,5.7,1.814,46
13150,88229,1,16,3,8.3,2.686,50
13151,218313,1,30,3,5.7,7.389,43
13152,67740,1,8,3,5.3,1.4,10
13153,117393,4,278,3,7.0,4.668,15
13154,216224,1,10,3,7.3,5.54,23
13155,92570,1,3,3,4.0,1.338,66
13156,216295,1,8,3,7.2,2.097,0
13157,96042,1,12,3,1.7,6.414,24
13158,85300,1,6,3,6.0,1.327,0
13159,125932,1,14,3,9.0,5.601,45
13160,68787,1,10,3,8.3,3.786,49
13161,90218,1,10,3,9.7,1.261,43
13162,88233,1,30,3,6.7,2.019,45
13163,205593,2,26,3,8.3,3.723,0
13164,117343,2,15,3,7.3,1.994,0
13165,205592,1,16,3,4.7,17.517,60
13166,85540,1,32,3,7.0,4.046,35
13167,93028,1,10,3,5.0,0.84,0
13168,217857,3,75,3,9.333,3.876,0
13169,125956,1,8,3,9.167,0.619,52
13170,62265,1,30,3,7.7,1.997,60
13171,88258,1,6,3,6.3,3.018,30
13172,64212,1,20,3,8.0,2.47,60
13173,217897,1,2,3,6.0,4.668,0
13174,158559,1,8,3,7.3,1.867,54
13175,74184,1,12,3,8.333,1.425,23
13176,101201,3,85,3,9.0,12.872,8
13177,85278,4,189,3,6.3,69.992,80
13178,84342,1,0,3,6.0,0.84,0
13179,93814,1,16,3,7.3,3.833,108
13180,88255,1,8,3,3.3,2.15,0
13181,225505,1,8,3,6.3,1.834,17
13182,88276,1,10,3,6.7,4.08,30
13183,158462,1,3,3,7.3,0.722,0
13184,213209,1,4,3,6.7,1.309,0
13185,80864,1,8,3,7.0,2.194,2
13186,67097,1,10,3,8.7,1.042,0
13187,84333,4,179,3,8.3,3.119,45
13188,111417,1,3,3,8.333,2.53,45
13189,218017,1,15,3,7.0,2.741,12
13190,84385,1,20,3,8.667,22.023,23
13191,90577,1,10,3,5.3,1.413,27
13192,218036,1,12,3,7.833,18.708,0
13193,99259,1,9,3,8.0,2.762,6
13194,80822,1,4,3,7.0,1.4,65
13195,118825,1,17,3,7.0,0.8,45
13196,67049,1,26,3,2.3,2.56,4
13197,156810,1,4,3,7.0,2.201,59
13198,111457,1,4,3,7.0,4.301,60
13199,67022,3,25,3,5.8,1.884,24
13200,139599,1,6,3,6.0,2.417,0
13201,127548,1,10,3,5.0,1.867,43
13202,214406,1,8,3,8.7,3.297,26
13203,84387,2,50,3,7.3,14.51,2
13204,128203,2,71,3,4.3,9.253,0
13205,214445,1,3,3,5.333,0.6,0
13206,101244,1,15,3,7.7,3.579,0
13207,90413,1,13,3,8.3,3.24,50
13208,105024,1,8,3,7.3,2.433,15
13209,130695,1,26,3,3.7,4.609,42
13210,105266,1,40,3,7.7,3.212,45
13211,88426,2,20,3,6.7,3.199,52
13212,105269,1,40,3,6.3,2.409,60
13213,90487,1,170,3,7.0,20.775,45
13214,105286,2,16,3,6.3,0.791,54
13215,84329,1,14,3,10.0,1.216,13
13216,90516,1,13,3,5.667,1.12,50
13217,88467,1,2,3,7.667,2.029,10
13218,237845,1,4,3,8.0,2.744,41
13219,106133,1,3,3,6.7,1.315,43
13220,106143,2,60,3,7.3,6.15,11
13221,112192,1,7,3,7.7,1.96,55
13222,229697,1,4,3,8.333,1.4,0
13223,106142,5,290,3,9.0,5.892,3
13224,222264,1,4,3,4.7,0.6,0
13225,237626,1,3,3,8.0,16.9,59
13226,112812,2,35,3,9.3,2.597,0
13227,51882,1,8,3,7.0,1.271,24
13228,204237,2,12,3,5.5,2.017,45
13229,130643,1,8,3,9.333,1.952,0
13230,124430,3,32,3,9.667,3.198,85
13231,196115,1,18,3,8.7,1.297,0
13232,105253,1,5,3,9.0,4.144,0
13233,106226,1,2,3,9.0,0.0,19
13234,90278,1,8,3,5.3,0.742,43
13235,127575,1,3,3,7.3,0.6,0
13236,196133,1,20,3,7.7,1.653,1
13237,195060,1,2,3,6.0,0.713,113
13238,110207,1,12,3,2.0,6.302,24
13239,106376,3,30,3,8.7,2.806,46
13240,68773,3,24,3,7.7,2.702,10
13241,122958,2,16,3,6.3,1.4,25
13242,91189,1,2,3,7.333,1.797,80
13243,212457,2,21,3,8.0,4.901,0
13244,207459,3,15,3,6.333,1.876,44
13245,113247,2,24,3,9.333,2.144,0
13246,242807,1,1,3,4.0,4.697,0
13247,85266,1,8,3,5.3,1.001,48
13248,92625,1,26,3,5.3,2.365,60
13249,130685,1,12,3,6.3,3.066,57
13250,207429,1,38,3,6.0,8.235,0
13251,68158,1,12,3,9.7,4.872,100
13252,128213,1,12,3,8.0,4.254,23
13253,102971,1,21,3,8.0,4.034,60
13254,90444,4,41,3,10.0,2.355,42
13255,218303,1,2,3,5.0,0.0,20
13256,223364,1,1,3,5.7,1.507,0
13257,90287,1,15,3,6.0,4.155,42
13258,93186,1,6,3,7.7,1.608,53
13259,169585,1,16,3,5.3,7.147,55
13260,88400,1,6,3,7.3,0.976,60
13261,237511,1,8,3,8.667,5.387,0
13262,216594,1,6,3,9.0,4.568,45
13263,64238,1,11,3,6.3,1.911,0
13264,90458,2,26,3,9.3,2.18,25
13265,205553,1,12,3,7.667,2.661,38
13266,98928,1,44,3,9.333,5.208,45
13267,95973,1,6,3,7.7,1.259,45
13268,204948,2,23,3,8.7,3.967,42
13269,96337,2,16,3,7.0,1.96,10
13270,124481,1,9,3,7.333,2.502,49
13271,92620,1,10,2,2.5,2.885,120
13272,240478,1,3,2,6.0,4.992,59
13273,92622,1,6,2,5.0,1.4,15
13274,92655,1,46,2,8.5,3.624,45
13275,62293,1,3,2,2.7,1.4,47
13276,112144,1,6,2,8.5,0.6,52
13277,78168,1,1,2,6.0,0.6,30
13278,106346,1,5,2,7.5,7.555,60
13279,109311,4,38,2,5.5,3.544,60
13280,118137,1,9,2,5.5,0.84,10
13281,218841,1,12,2,5.5,2.205,54
13282,67091,1,12,2,1.5,2.338,8
13283,67326,1,45,2,0.8,15.613,60
13284,80810,1,8,2,6.5,1.176,11
13285,96377,1,16,2,3.5,4.314,9
13286,67083,1,10,2,6.0,2.648,12
13287,111708,1,8,2,8.0,2.342,0
13288,92651,1,1,2,9.0,0.6,139
13289,205507,1,12,2,8.5,0.6,30
13290,118177,1,5,2,5.0,0.6,52
13291,116309,2,9,2,7.5,2.781,29
13292,196193,1,30,2,4.0,13.529,40
13293,96344,1,8,2,3.0,3.224,0
13294,111764,1,6,2,4.5,1.884,0
13295,92654,1,55,2,10.0,2.827,45
13296,116388,1,2,2,8.5,0.6,135
13297,218078,2,14,2,6.0,6.43,0
13298,99543,1,8,2,8.0,1.229,48
13299,109325,1,2,2,8.5,0.0,20
13300,118101,2,20,2,9.0,0.973,25
13301,139790,2,11,2,10.0,1.4,0
13302,152347,1,15,2,8.0,0.865,60
13303,106332,1,10,2,6.5,2.597,45
13304,223540,4,26,2,7.0,6.372,0
13305,112132,1,26,2,6.0,0.777,24
13306,99515,1,7,2,7.5,1.222,30
13307,84308,1,42,2,7.5,2.603,45
13308,111769,1,19,2,8.0,2.045,20
13309,116303,1,36,2,5.0,3.745,45
13310,196134,1,1,2,5.5,0.938,0
13311,106399,1,42,2,10.0,2.614,45
13312,109237,1,4,2,4.5,7.818,40
13313,67585,1,3,2,5.2,0.6,60
13314,111784,1,6,2,6.0,0.6,0
13315,68759,2,15,2,8.5,0.68,24
13316,218030,1,6,2,5.0,20.359,45
13317,84347,1,4,2,5.0,1.4,0
13318,106253,1,4,2,5.0,0.6,0
13319,229579,1,30,2,8.0,4.138,0
13320,196152,1,6,2,6.5,0.6,0
13321,195089,1,13,2,4.5,0.6,45
13322,139727,2,6,2,9.5,1.332,127
13323,111731,6,137,2,5.5,0.946,25
13324,218048,1,5,2,6.2,0.754,0
13325,67594,1,13,2,8.0,1.4,21
13326,111799,1,3,2,8.5,0.757,44
13327,116323,1,4,2,7.0,0.986,0
13328,67306,1,25,2,10.0,3.202,50
13329,137828,1,4,2,7.0,0.613,60
13330,127579,1,12,2,8.5,3.311,51
13331,152393,1,6,2,8.5,2.209,37
13332,118198,1,6,2,3.5,9.073,30
13333,218066,1,7,2,3.5,1.4,26
13334,68790,1,2,2,8.0,2.636,0
13335,125983,1,3,2,4.5,0.6,59
13336,113350,5,16,2,8.5,1.333,52
13337,62278,1,8,2,8.0,1.548,70
13338,85544,2,44,2,8.5,4.8,120
13339,80880,2,63,2,8.5,3.316,50
13340,68771,1,1,2,7.0,0.0,23
13341,68798,8,90,2,8.0,13.45,52
13342,125969,1,4,2,1.5,1.28,30
13343,106340,1,4,2,9.0,0.0,20
13344,125984,1,36,2,9.0,4.034,45
13345,80823,1,12,2,6.5,3.451,23
13346,230483,1,8,2,8.0,2.288,0
13347,206878,1,20,2,9.0,11.268,20
13348,128601,1,30,2,4.0,11.636,45
13349,84375,1,15,2,7.5,1.552,90
13350,106370,6,65,2,6.0,5.187,45
13351,81429,1,28,2,10.0,9.114,39
13352,68751,2,18,2,7.0,0.6,23
13353,111932,4,44,2,4.0,1.478,42
13354,63543,1,3,2,9.0,3.443,80
13355,128681,1,8,2,7.5,3.184,43
13356,230468,1,22,2,6.5,12.15,19
13357,210214,1,24,2,5.5,2.909,27
13358,68739,12,154,2,9.0,6.077,45
13359,107419,1,12,2,8.0,3.268,30
13360,29475,1,3,2,7.0,1.016,85
13361,199908,1,40,2,5.0,2.754,45
13362,75475,2,10,2,6.0,3.031,0
13363,125939,1,21,2,6.0,0.664,0
13364,202870,1,5,2,8.0,1.775,40
13365,205564,1,4,2,3.0,1.192,0
13366,218027,4,234,2,7.5,294.41,0
13367,234016,1,3,2,9.0,5.165,55
13368,78120,1,3,2,6.0,0.672,40
13369,218978,1,8,2,4.5,1.132,35
13370,106310,1,22,2,5.0,2.202,57
13371,218835,1,6,2,6.0,1.685,43
13372,234080,1,8,2,3.5,3.651,0
13373,109312,2,8,2,8.0,1.069,42
13374,85546,1,15,2,4.0,1.158,0
13375,112172,1,6,2,7.5,1.167,22
13376,67331,2,15,2,7.5,4.582,23
13377,109361,5,28,2,9.0,1.56,0
13378,78131,1,8,2,7.5,0.6,0
13379,75421,1,10,2,6.5,1.439,12
13380,112121,2,37,2,4.0,1.491,7
13381,205600,1,15,2,5.5,0.84,0
13382,67034,1,26,2,7.5,3.584,12
13383,68757,14,187,2,8.5,20.973,42
13384,228078,1,1,2,7.5,0.669,0
13385,92626,1,6,2,5.0,0.6,0
13386,45663,1,8,2,7.5,2.419,37
13387,125922,1,8,2,5.5,0.6,20
13388,127536,1,8,2,6.0,1.551,12
13389,112156,1,10,2,4.0,1.288,0
13390,214437,1,1,2,7.5,1.425,52
13391,84311,1,13,2,6.0,1.534,30
13392,68782,1,10,2,6.5,2.755,0
13393,75487,8,195,2,8.0,23.742,30
13394,78115,2,216,2,5.0,3.437,70
13395,75071,2,24,2,8.3,1.587,35
13396,228074,1,4,2,9.75,1.873,45
13397,125991,2,17,2,5.5,4.06,22
13398,78162,2,20,2,7.5,2.024,0
13399,106193,1,30,2,5.5,2.569,50
13400,106339,1,3,2,8.75,1.875,135
13401,83707,1,4,2,6.5,0.989,26
13402,83702,1,0,2,9.0,0.914,50
13403,72327,2,8,2,5.5,0.846,0
13404,123345,17,70,2,9.0,2.219,0
13405,121383,1,30,2,7.0,1.294,38
13406,94347,1,10,2,5.0,1.4,44
13407,69097,1,4,2,8.5,0.0,14
13408,83703,1,10,2,7.0,2.273,50
13409,197800,2,15,2,8.8,9.907,35
13410,115872,1,18,2,10.0,0.745,0
13411,72384,1,4,2,5.5,0.907,22
13412,115819,1,6,2,7.5,0.6,0
13413,75394,1,10,2,5.0,2.618,20
13414,204803,1,2,2,6.0,0.6,60
13415,75098,1,5,2,8.5,0.913,0
13416,69092,1,2,2,5.0,0.0,24
13417,115850,1,12,2,7.0,1.96,0
13418,115893,1,8,2,8.0,0.6,0
13419,66873,1,67,2,4.5,13.26,40
13420,85379,2,6,2,2.0,0.968,60
13421,202350,1,20,2,8.0,1.313,26
13422,76809,2,21,2,4.0,0.799,0
13423,102433,1,30,2,5.5,1.007,45
13424,79671,1,30,2,8.0,1.841,38
13425,209131,2,33,2,6.0,13.654,12
13426,209144,1,6,2,8.0,9.328,120
13427,94857,1,58,2,9.0,8.77,45
13428,94836,1,123,2,6.0,2.138,30
13429,211341,1,4,2,8.0,0.0,20
13430,75397,2,16,2,7.0,3.181,52
13431,85302,1,36,2,10.0,0.6,0
13432,80559,1,275,2,8.5,11.166,25
13433,85344,2,18,2,6.0,2.723,43
13434,76420,2,20,2,8.5,1.598,30
13435,75390,1,7,2,1.5,3.015,23
13436,80593,3,92,2,3.0,39.719,22
13437,80528,1,28,2,4.2,6.229,0
13438,75382,1,123,2,6.0,5.316,35
13439,102446,1,30,2,6.5,1.876,45
13440,220398,1,10,2,9.0,2.792,0
13441,75059,1,10,2,9.5,1.4,59
13442,91342,2,30,2,7.5,2.803,45
13443,108378,1,198,2,8.0,34.579,24
13444,194842,1,10,2,6.0,0.6,20
13445,75403,1,10,2,4.0,0.6,0
13446,85312,1,3,2,6.5,0.6,42
13447,124324,1,9,2,9.0,0.655,45
13448,94381,1,6,2,7.0,1.309,45
13449,124397,1,10,2,10.0,0.916,25
13450,221708,1,38,2,5.5,6.082,45
13451,75500,1,3,2,7.0,1.878,43
13452,124334,1,6,2,5.0,1.999,38
13453,67366,1,12,2,5.5,1.971,0
13454,75036,1,58,2,8.0,5.807,45
13455,63506,1,8,2,3.8,0.706,43
13456,102443,1,30,2,7.0,1.652,35
13457,70816,1,3,2,6.0,0.6,30
13458,84569,1,2,2,6.0,1.481,43
13459,121393,2,12,2,8.0,0.84,0
13460,72332,2,11,2,5.5,0.712,125
13461,214317,1,10,2,4.0,4.297,30
13462,218923,2,20,2,3.5,2.423,0
